product_id,brand,category,rating,review_text,review_date
100470,HP,Appliances,4.0,Average quality,2025-11-17
100471,LG,Fashion,4.4,Poor quality,2025-12-10
100472,LG,Fashion,3.9,"Not bad, not great",2025-11-19
100473,Dell,Fashion,4.4,Product is okay,2025-12-05
100474,Apple,Fashion,4.4,Quality is really good,2025-12-04
100475,LG,Electronics,3.7,Very disappointed,2025-12-10
100476,Puma,Appliances,4.7,Stopped working quickly,2025-12-14
100477,LG,Electronics,4.5,Stopped working quickly,2025-12-13
100478,HP,Fashion,4.6,Average quality,2025-11-13
100479,Boat,Home,2.8,Quality is really good,2025-10-30
100480,Samsung,Electronics,3.4,Poor quality,2025-12-07
100481,Nike,Home,3.8,Meets expectations,2025-11-23
100482,Dell,Appliances,3.2,Very disappointed,2025-11-18
100483,HP,Appliances,3.9,Bad experience,2025-12-07
100484,Apple,Fashion,4.2,Poor quality,2025-12-12
100485,Boat,Fashion,3.4,"Excellent product, very satisfied",2025-12-24
100486,Puma,Appliances,3.8,Not worth the price,2025-11-07
100487,Nike,Fashion,4.7,Poor quality,2025-11-28
100488,Boat,Fashion,2.8,Average quality,2025-12-24
100489,LG,Home,3.6,Very disappointed,2025-11-25
100490,LG,Home,4.4,Average quality,2025-11-05
100491,Apple,Fashion,4.0,Poor quality,2025-12-12
100492,HP,Fashion,4.1,Average quality,2025-11-11
100493,Puma,Appliances,3.1,Decent for the price,2025-12-21
100494,HP,Appliances,3.4,Quality is really good,2025-11-23
100495,Boat,Home,3.6,Average quality,2025-12-14
100496,Apple,Fashion,3.5,Decent for the price,2025-12-02
100497,Samsung,Appliances,3.9,Not worth the price,2025-11-26
100498,HP,Home,4.4,Poor quality,2025-11-16
100499,Boat,Fashion,2.8,Very disappointed,2025-12-15
100500,Samsung,Appliances,3.2,"Not bad, not great",2025-11-17
100501,Apple,Fashion,4.9,Worth the money,2025-11-23
100502,Boat,Appliances,4.9,"Not bad, not great",2025-12-02
100503,LG,Electronics,4.7,Stopped working quickly,2025-11-12
100504,HP,Electronics,3.3,Quality is really good,2025-11-16
100505,Boat,Fashion,3.7,"Excellent product, very satisfied",2025-12-04
100506,Apple,Electronics,3.9,"Excellent product, very satisfied",2025-11-05
100507,Nike,Fashion,4.0,Poor quality,2025-11-10
100508,Puma,Electronics,3.9,Average quality,2025-12-12
100509,Nike,Fashion,3.0,Average quality,2025-11-21
100510,Boat,Home,4.4,Very disappointed,2025-11-28
100511,Apple,Home,4.8,Decent for the price,2025-11-25
100512,Puma,Home,2.6,Bad experience,2025-11-04
100513,Nike,Home,4.0,Worth the money,2025-12-16
100514,HP,Fashion,4.1,Worth the money,2025-12-19
100515,Apple,Home,2.7,Product is okay,2025-11-11
100516,Sony,Fashion,4.4,Poor quality,2025-11-09
100517,Dell,Home,4.4,Worth the money,2025-11-17
100518,Boat,Home,2.9,Meets expectations,2025-12-21
100519,HP,Appliances,4.4,Highly recommended,2025-10-28
100520,Puma,Appliances,4.7,Average quality,2025-11-22
100521,Samsung,Home,3.0,Bad experience,2025-12-12
100522,Puma,Home,3.8,Worth the money,2025-11-28
100523,HP,Fashion,3.9,Product is okay,2025-11-06
100524,Nike,Home,4.6,"Not bad, not great",2025-11-22
100525,Dell,Appliances,2.6,Average quality,2025-12-12
100526,Samsung,Appliances,3.8,Worth the money,2025-11-22
100527,Sony,Home,4.2,Stopped working quickly,2025-12-25
100528,Nike,Electronics,3.8,Very disappointed,2025-12-10
100529,Puma,Fashion,4.3,Highly recommended,2025-11-08
100530,Nike,Appliances,3.9,Quality is really good,2025-11-02
100531,Puma,Fashion,3.5,Works perfectly,2025-10-31
100532,LG,Appliances,3.2,"Not bad, not great",2025-12-06
100533,Samsung,Fashion,2.8,"Not bad, not great",2025-12-09
100534,Dell,Appliances,4.3,Not worth the price,2025-12-19
100535,Puma,Electronics,2.7,Average quality,2025-11-20
100536,Samsung,Appliances,3.6,Quality is really good,2025-12-09
100537,Puma,Electronics,5.0,Very disappointed,2025-12-03
100538,Boat,Electronics,3.9,Works perfectly,2025-11-21
100539,Dell,Fashion,3.3,Quality is really good,2025-11-04
100540,Samsung,Fashion,4.1,Poor quality,2025-10-26
100541,LG,Fashion,2.5,Meets expectations,2025-12-15
100542,Samsung,Home,2.7,Poor quality,2025-12-09
100543,Sony,Home,4.6,Quality is really good,2025-12-23
100544,Samsung,Electronics,2.6,"Not bad, not great",2025-12-20
100545,Sony,Appliances,4.4,Decent for the price,2025-11-19
100546,HP,Appliances,4.5,Average quality,2025-10-30
100547,HP,Fashion,3.6,Stopped working quickly,2025-12-03
100548,Puma,Fashion,4.4,Works perfectly,2025-12-18
100549,LG,Home,2.7,Stopped working quickly,2025-12-06
100550,Boat,Home,4.8,Quality is really good,2025-11-14
100551,Boat,Home,4.6,Product is okay,2025-12-13
100552,Boat,Home,3.1,Average quality,2025-11-15
100553,Dell,Fashion,4.9,Stopped working quickly,2025-11-03
100554,LG,Appliances,4.6,Product is okay,2025-12-10
100555,Sony,Home,4.4,Stopped working quickly,2025-12-25
100556,LG,Home,3.7,Meets expectations,2025-11-24
100557,Nike,Fashion,3.6,Poor quality,2025-12-23
100558,Dell,Electronics,3.1,Meets expectations,2025-11-18
100559,Nike,Electronics,4.9,Highly recommended,2025-11-26
100560,LG,Home,3.0,Very disappointed,2025-11-21
100561,Nike,Fashion,4.3,"Not bad, not great",2025-12-19
100562,LG,Electronics,3.7,Decent for the price,2025-12-12
100563,Apple,Home,3.9,Very disappointed,2025-11-05
100564,Boat,Fashion,4.4,Highly recommended,2025-12-25
100565,Sony,Electronics,4.6,Stopped working quickly,2025-12-05
100566,Sony,Appliances,4.7,Not worth the price,2025-12-16
100567,Sony,Electronics,2.6,Quality is really good,2025-12-14
100568,Boat,Home,2.8,"Not bad, not great",2025-12-14
100569,Puma,Electronics,2.8,Poor quality,2025-11-07
100570,Boat,Fashion,2.9,"Not bad, not great",2025-12-08
100571,Puma,Appliances,4.3,"Not bad, not great",2025-11-21
100572,Sony,Electronics,4.9,"Not bad, not great",2025-10-30
100573,Sony,Electronics,3.4,Product is okay,2025-12-14
100574,Nike,Appliances,3.8,Works perfectly,2025-11-22
100575,HP,Fashion,3.9,Quality is really good,2025-12-03
100576,Samsung,Home,3.5,Quality is really good,2025-11-24
100577,HP,Electronics,2.6,"Excellent product, very satisfied",2025-11-04
100578,Boat,Home,2.5,Decent for the price,2025-12-13
100579,Puma,Home,3.7,Meets expectations,2025-11-07
100580,Dell,Home,4.5,Product is okay,2025-11-15
100581,Nike,Fashion,2.9,Highly recommended,2025-12-13
100582,HP,Home,4.9,Quality is really good,2025-11-14
100583,Dell,Home,3.0,Average quality,2025-12-05
100584,LG,Fashion,4.0,Poor quality,2025-12-20
100585,Apple,Fashion,3.9,Very disappointed,2025-11-23
100586,Apple,Home,3.9,Quality is really good,2025-11-14
100587,Dell,Electronics,2.6,Stopped working quickly,2025-11-10
100588,Apple,Fashion,3.9,Very disappointed,2025-11-22
100589,Dell,Home,3.8,Worth the money,2025-11-09
100590,Sony,Home,4.7,Works perfectly,2025-12-20
100591,LG,Home,2.9,Decent for the price,2025-12-10
100592,Boat,Home,4.7,Very disappointed,2025-11-22
100593,Sony,Home,3.2,Highly recommended,2025-12-16
100594,Apple,Appliances,4.3,Meets expectations,2025-11-24
100595,HP,Electronics,2.7,Bad experience,2025-11-02
100596,Nike,Home,4.0,Meets expectations,2025-12-11
100597,LG,Home,4.9,Decent for the price,2025-11-28
100598,Boat,Electronics,2.8,Product is okay,2025-11-17
100599,Sony,Appliances,4.2,Product is okay,2025-11-03
100600,Nike,Home,3.8,Very disappointed,2025-12-16
100601,Nike,Electronics,3.8,Product is okay,2025-11-05
100602,Apple,Electronics,3.5,Quality is really good,2025-11-09
100603,LG,Fashion,3.4,Very disappointed,2025-11-26
100604,Apple,Home,3.9,Not worth the price,2025-11-23
100605,Samsung,Appliances,2.8,Works perfectly,2025-12-21
100606,Samsung,Fashion,4.1,Worth the money,2025-11-09
100607,Puma,Appliances,3.5,Poor quality,2025-10-31
100608,Apple,Fashion,3.6,"Excellent product, very satisfied",2025-12-24
100609,Puma,Fashion,2.5,Very disappointed,2025-11-15
100610,Puma,Appliances,4.7,Poor quality,2025-12-21
100611,Samsung,Home,3.5,Product is okay,2025-12-12
100612,Apple,Fashion,4.9,Product is okay,2025-12-11
100613,HP,Home,3.9,Decent for the price,2025-11-30
100614,HP,Appliances,4.5,Works perfectly,2025-11-07
100615,LG,Home,4.6,Decent for the price,2025-11-27
100616,Dell,Fashion,3.2,Very disappointed,2025-11-07
100617,Nike,Home,2.5,Average quality,2025-12-20
100618,Samsung,Home,3.4,Highly recommended,2025-11-17
100619,Dell,Home,4.5,Stopped working quickly,2025-11-05
100620,HP,Electronics,5.0,Poor quality,2025-12-19
100621,Nike,Fashion,4.7,"Excellent product, very satisfied",2025-11-07
100622,LG,Appliances,3.6,Not worth the price,2025-11-21
100623,Apple,Home,2.9,Bad experience,2025-12-10
100624,HP,Electronics,4.4,Decent for the price,2025-11-21
100625,Sony,Electronics,3.3,Works perfectly,2025-12-17
100626,Puma,Appliances,3.8,Meets expectations,2025-11-24
100627,Dell,Appliances,4.4,Stopped working quickly,2025-11-29
100628,Samsung,Electronics,4.9,Average quality,2025-11-02
100629,Nike,Home,3.1,Meets expectations,2025-12-08
100630,Apple,Appliances,2.5,Not worth the price,2025-11-09
100631,LG,Electronics,4.2,"Excellent product, very satisfied",2025-11-02
100632,Boat,Fashion,3.4,Quality is really good,2025-11-19
100633,Nike,Home,3.1,Worth the money,2025-11-19
100634,Dell,Home,3.8,Bad experience,2025-12-15
100635,Boat,Appliances,4.0,Very disappointed,2025-11-23
100636,Samsung,Appliances,3.4,Meets expectations,2025-11-12
100637,Boat,Electronics,2.7,"Not bad, not great",2025-11-09
100638,Boat,Fashion,3.3,Quality is really good,2025-12-02
100639,LG,Electronics,2.7,Quality is really good,2025-12-16
100640,Nike,Electronics,3.9,Not worth the price,2025-11-22
100641,Nike,Fashion,3.5,Bad experience,2025-12-19
100642,Dell,Home,3.4,Poor quality,2025-10-27
100643,Nike,Electronics,3.5,Works perfectly,2025-11-08
100644,Dell,Electronics,3.6,Very disappointed,2025-10-26
100645,Dell,Home,4.2,Worth the money,2025-10-31
100646,Nike,Appliances,3.8,Works perfectly,2025-12-14
100647,Apple,Home,5.0,"Not bad, not great",2025-12-04
100648,LG,Appliances,4.2,Meets expectations,2025-12-16
100649,Nike,Appliances,3.5,"Not bad, not great",2025-12-10
100650,Dell,Appliances,3.5,Meets expectations,2025-11-11
100651,LG,Fashion,2.5,Meets expectations,2025-11-27
100652,Nike,Electronics,4.9,Very disappointed,2025-10-30
100653,Boat,Electronics,4.9,Highly recommended,2025-12-04
100654,Sony,Electronics,4.8,Product is okay,2025-11-17
100655,Samsung,Home,3.6,Very disappointed,2025-11-18
100656,Samsung,Appliances,3.8,"Not bad, not great",2025-10-30
100657,HP,Electronics,3.6,Average quality,2025-11-29
100658,Dell,Electronics,4.6,Bad experience,2025-12-17
100659,HP,Fashion,4.3,Poor quality,2025-10-27
100660,HP,Fashion,2.6,Poor quality,2025-11-13
100661,Nike,Fashion,4.2,Highly recommended,2025-11-02
100662,LG,Fashion,3.9,"Excellent product, very satisfied",2025-12-03
100663,Puma,Electronics,4.4,Poor quality,2025-12-18
100664,Nike,Fashion,3.6,Highly recommended,2025-12-13
100665,Apple,Fashion,4.9,Bad experience,2025-12-23
100666,Nike,Appliances,4.8,Poor quality,2025-12-10
100667,Sony,Fashion,3.0,Decent for the price,2025-11-26
100668,Samsung,Appliances,4.7,Works perfectly,2025-11-01
100669,Apple,Appliances,3.6,"Not bad, not great",2025-12-14
100670,Puma,Electronics,4.1,Decent for the price,2025-11-07
100671,Dell,Electronics,2.9,Not worth the price,2025-11-02
100672,Sony,Fashion,4.7,Worth the money,2025-12-06
100673,Puma,Electronics,2.7,Not worth the price,2025-12-13
100674,Boat,Electronics,4.4,Average quality,2025-11-03
100675,HP,Home,4.3,Poor quality,2025-11-20
100676,Apple,Electronics,4.4,Average quality,2025-10-27
100677,HP,Home,3.2,Quality is really good,2025-12-22
100678,LG,Appliances,2.6,Bad experience,2025-11-23
100679,Nike,Fashion,3.6,Highly recommended,2025-11-06
100680,Nike,Fashion,4.5,"Not bad, not great",2025-12-06
100681,Samsung,Home,3.6,Highly recommended,2025-11-10
100682,Apple,Appliances,3.3,"Excellent product, very satisfied",2025-12-02
100683,Boat,Appliances,3.2,Not worth the price,2025-10-28
100684,Dell,Electronics,4.2,Average quality,2025-12-08
100685,Samsung,Home,3.3,Bad experience,2025-11-23
100686,Sony,Appliances,3.6,Product is okay,2025-10-27
100687,HP,Home,4.5,"Not bad, not great",2025-10-31
100688,HP,Appliances,3.5,"Excellent product, very satisfied",2025-11-11
100689,Nike,Appliances,2.7,Poor quality,2025-12-19
100690,Samsung,Fashion,4.5,Product is okay,2025-11-05
100691,Nike,Appliances,4.3,Bad experience,2025-12-25
100692,HP,Electronics,4.3,Poor quality,2025-12-04
100693,Dell,Appliances,2.5,Product is okay,2025-12-03
100694,LG,Appliances,4.7,Decent for the price,2025-11-30
100695,Sony,Fashion,2.5,Bad experience,2025-12-03
100696,Puma,Appliances,4.0,Worth the money,2025-11-12
100697,HP,Electronics,2.9,Poor quality,2025-10-30
100698,Sony,Home,4.4,Highly recommended,2025-11-05
100699,Sony,Home,3.5,Meets expectations,2025-12-23
100700,Apple,Appliances,4.3,Decent for the price,2025-10-30
100701,Puma,Fashion,3.0,Decent for the price,2025-12-03
100702,Sony,Home,4.2,Quality is really good,2025-12-03
100703,Nike,Home,3.2,Highly recommended,2025-11-05
100704,Samsung,Fashion,4.6,Not worth the price,2025-12-05
100705,Sony,Home,4.8,Works perfectly,2025-11-14
100706,Apple,Fashion,3.4,Quality is really good,2025-10-31
100707,Dell,Appliances,3.2,Highly recommended,2025-11-17
100708,Dell,Home,4.8,Meets expectations,2025-12-12
100709,Apple,Fashion,4.5,Poor quality,2025-12-12
100710,Boat,Fashion,4.0,Worth the money,2025-11-28
100711,Boat,Electronics,3.6,Stopped working quickly,2025-10-31
100712,Samsung,Appliances,3.6,Bad experience,2025-11-02
100713,LG,Fashion,2.9,Poor quality,2025-12-17
100714,LG,Home,3.6,Not worth the price,2025-12-18
100715,Apple,Appliances,3.1,"Excellent product, very satisfied",2025-12-18
100716,Samsung,Electronics,3.3,Bad experience,2025-10-30
100717,Sony,Appliances,3.7,Bad experience,2025-12-01
100718,HP,Appliances,3.0,Average quality,2025-12-06
100719,Sony,Fashion,3.9,Decent for the price,2025-11-18
100720,Dell,Home,3.7,Works perfectly,2025-11-01
100721,Boat,Fashion,3.6,Very disappointed,2025-11-21
100722,Dell,Home,4.1,Decent for the price,2025-11-27
100723,Puma,Electronics,4.9,Poor quality,2025-10-27
100724,Sony,Electronics,3.8,Stopped working quickly,2025-11-30
100725,Boat,Home,3.3,Worth the money,2025-12-16
100726,Puma,Appliances,2.6,"Excellent product, very satisfied",2025-11-04
100727,Dell,Fashion,3.2,Stopped working quickly,2025-11-14
100728,Boat,Electronics,3.6,Quality is really good,2025-12-10
100729,Boat,Appliances,4.1,Poor quality,2025-11-20
100730,Samsung,Home,4.6,Works perfectly,2025-12-22
100731,Nike,Electronics,3.2,Poor quality,2025-11-07
100732,Dell,Fashion,3.2,Poor quality,2025-12-13
100733,HP,Fashion,4.8,Poor quality,2025-10-29
100734,Apple,Electronics,3.0,Poor quality,2025-11-13
100735,HP,Fashion,3.8,"Not bad, not great",2025-12-11
100736,HP,Home,3.7,Worth the money,2025-12-20
100737,HP,Electronics,3.2,Stopped working quickly,2025-11-18
100738,Nike,Fashion,3.4,Product is okay,2025-12-08
100739,Samsung,Home,4.3,Meets expectations,2025-11-18
100740,Dell,Fashion,4.5,Worth the money,2025-12-11
100741,Boat,Fashion,4.6,Worth the money,2025-10-31
100742,Sony,Home,2.7,"Not bad, not great",2025-12-15
100743,HP,Electronics,3.8,Very disappointed,2025-10-26
100744,Samsung,Home,3.3,Poor quality,2025-11-22
100745,Nike,Home,3.2,Worth the money,2025-11-13
100746,Sony,Home,3.1,Meets expectations,2025-12-08
100747,Samsung,Electronics,2.8,Product is okay,2025-11-03
100748,Sony,Home,3.4,Average quality,2025-11-07
100749,Samsung,Appliances,4.9,Meets expectations,2025-11-15
100750,HP,Appliances,3.6,"Excellent product, very satisfied",2025-12-23
100751,Boat,Home,4.4,Worth the money,2025-12-16
100752,Nike,Electronics,3.3,Meets expectations,2025-12-15
100753,Dell,Home,2.9,Quality is really good,2025-10-29
100754,Boat,Home,3.2,Very disappointed,2025-10-27
100755,Boat,Home,3.8,Bad experience,2025-11-10
100756,Boat,Electronics,5.0,Average quality,2025-11-18
100757,Sony,Appliances,4.8,Works perfectly,2025-11-15
100758,Sony,Appliances,4.4,Poor quality,2025-11-21
100759,Boat,Appliances,3.4,Very disappointed,2025-11-20
100760,Puma,Electronics,3.1,Works perfectly,2025-12-14
100761,Sony,Home,2.8,Poor quality,2025-12-18
100762,Boat,Home,2.8,Worth the money,2025-10-29
100763,Samsung,Electronics,3.4,"Not bad, not great",2025-12-07
100764,Samsung,Electronics,3.8,Product is okay,2025-12-08
100765,Nike,Appliances,4.0,Meets expectations,2025-11-20
100766,Samsung,Home,4.4,Meets expectations,2025-12-12
100767,Nike,Electronics,3.2,Works perfectly,2025-11-04
100768,Nike,Fashion,2.5,Quality is really good,2025-11-10
100769,Sony,Appliances,4.8,Quality is really good,2025-10-27
100770,HP,Appliances,2.5,Works perfectly,2025-12-03
100771,Boat,Fashion,2.7,Product is okay,2025-11-07
100772,LG,Fashion,4.2,Not worth the price,2025-12-01
100773,Samsung,Electronics,3.2,Average quality,2025-12-07
100774,Samsung,Electronics,4.1,"Excellent product, very satisfied",2025-11-22
100775,HP,Electronics,4.0,Quality is really good,2025-11-26
100776,Apple,Fashion,3.0,Average quality,2025-11-07
100777,Apple,Fashion,4.3,Bad experience,2025-11-13
100778,Boat,Appliances,4.6,Worth the money,2025-11-03
100779,Dell,Appliances,2.9,Not worth the price,2025-11-09
100780,Samsung,Electronics,3.8,Not worth the price,2025-11-30
100781,Apple,Electronics,3.5,Not worth the price,2025-11-10
100782,Nike,Electronics,4.6,"Not bad, not great",2025-11-24
100783,Dell,Home,4.7,"Not bad, not great",2025-11-30
100784,Samsung,Appliances,4.4,Poor quality,2025-12-17
100785,HP,Electronics,3.7,Decent for the price,2025-12-02
100786,Nike,Fashion,3.8,"Not bad, not great",2025-11-18
100787,Sony,Appliances,4.1,Bad experience,2025-12-09
100788,Sony,Fashion,3.0,"Excellent product, very satisfied",2025-10-27
100789,Dell,Electronics,2.8,Quality is really good,2025-11-28
100790,Puma,Home,4.3,Not worth the price,2025-11-03
100791,LG,Home,4.7,Not worth the price,2025-12-08
100792,LG,Home,3.7,Highly recommended,2025-12-07
100793,HP,Home,4.0,Quality is really good,2025-11-16
100794,Nike,Appliances,2.8,"Excellent product, very satisfied",2025-11-07
100795,Nike,Appliances,4.0,Not worth the price,2025-11-21
100796,Nike,Appliances,4.0,Highly recommended,2025-11-03
100797,Samsung,Home,4.7,Worth the money,2025-11-15
100798,Boat,Home,3.1,Works perfectly,2025-12-20
100799,Nike,Home,4.7,Decent for the price,2025-12-05
100800,Sony,Fashion,2.7,Works perfectly,2025-11-16
100801,LG,Electronics,3.8,"Excellent product, very satisfied",2025-11-19
100802,Samsung,Electronics,3.0,Worth the money,2025-11-26
100803,HP,Electronics,3.7,Product is okay,2025-12-14
100804,Nike,Fashion,4.2,Very disappointed,2025-11-04
100805,Puma,Electronics,3.8,Product is okay,2025-12-05
100806,Dell,Home,3.4,Very disappointed,2025-11-28
100807,Puma,Home,4.6,Stopped working quickly,2025-11-22
100808,Nike,Electronics,3.7,Decent for the price,2025-12-25
100809,Apple,Fashion,3.9,Stopped working quickly,2025-11-10
100810,Dell,Appliances,4.3,"Excellent product, very satisfied",2025-11-27
100811,HP,Electronics,4.0,Stopped working quickly,2025-11-07
100812,LG,Home,3.7,"Excellent product, very satisfied",2025-12-03
100813,Apple,Home,4.4,Poor quality,2025-11-11
100814,Samsung,Electronics,3.6,Stopped working quickly,2025-12-20
100815,Dell,Appliances,4.0,Stopped working quickly,2025-11-29
100816,Nike,Electronics,3.1,Product is okay,2025-11-19
100817,Sony,Electronics,2.6,Decent for the price,2025-10-27
100818,Nike,Appliances,3.3,Decent for the price,2025-12-14
100819,Samsung,Appliances,3.1,Worth the money,2025-12-22
100820,Boat,Home,2.9,Works perfectly,2025-12-07
100821,Apple,Fashion,4.1,Quality is really good,2025-12-07
100822,LG,Fashion,3.3,Worth the money,2025-12-17
100823,Puma,Home,2.6,Not worth the price,2025-12-05
100824,Samsung,Electronics,4.6,Average quality,2025-11-12
100825,Boat,Electronics,4.2,Bad experience,2025-11-01
100826,Boat,Electronics,4.2,Stopped working quickly,2025-12-12
100827,Dell,Appliances,2.7,Quality is really good,2025-12-17
100828,Nike,Fashion,4.2,Decent for the price,2025-11-08
100829,Apple,Fashion,2.6,Decent for the price,2025-11-22
100830,Samsung,Fashion,4.6,Decent for the price,2025-11-02
100831,Nike,Fashion,3.8,Average quality,2025-11-24
100832,HP,Home,4.6,Decent for the price,2025-12-09
100833,Samsung,Home,2.6,Decent for the price,2025-11-17
100834,Dell,Fashion,3.7,Very disappointed,2025-12-11
100835,Boat,Appliances,4.1,Bad experience,2025-11-10
100836,Boat,Appliances,4.6,Quality is really good,2025-12-09
100837,Dell,Home,2.6,Highly recommended,2025-12-22
100838,Samsung,Home,3.1,Average quality,2025-12-09
100839,Puma,Home,2.8,Quality is really good,2025-11-05
100840,HP,Fashion,4.8,"Not bad, not great",2025-11-23
100841,LG,Home,3.9,Works perfectly,2025-12-18
100842,Sony,Home,3.2,"Excellent product, very satisfied",2025-11-27
100843,Sony,Electronics,2.8,Very disappointed,2025-11-03
100844,Puma,Electronics,2.7,Average quality,2025-10-28
100845,Nike,Electronics,4.6,Poor quality,2025-11-21
100846,LG,Home,3.5,Average quality,2025-11-09
100847,Puma,Fashion,2.7,Works perfectly,2025-12-09
100848,Nike,Home,4.6,Bad experience,2025-11-26
100849,Dell,Home,2.8,Bad experience,2025-12-19
100850,Apple,Electronics,3.7,Stopped working quickly,2025-11-09
100851,Puma,Electronics,2.6,Stopped working quickly,2025-11-16
100852,Boat,Home,2.7,Bad experience,2025-12-08
100853,Apple,Home,4.7,Product is okay,2025-12-03
100854,HP,Appliances,3.9,Average quality,2025-12-07
100855,Dell,Fashion,4.1,Meets expectations,2025-12-05
100856,Nike,Home,3.2,Highly recommended,2025-11-26
100857,Dell,Appliances,3.2,Bad experience,2025-11-28
100858,Nike,Electronics,3.9,Quality is really good,2025-12-19
100859,Samsung,Appliances,3.6,Not worth the price,2025-12-18
100860,Puma,Electronics,2.6,Bad experience,2025-12-16
100861,LG,Fashion,4.6,Very disappointed,2025-12-14
100862,LG,Electronics,4.9,Poor quality,2025-11-02
100863,Boat,Appliances,2.9,Bad experience,2025-12-22
100864,Sony,Appliances,3.2,Works perfectly,2025-12-18
100865,LG,Electronics,4.2,Stopped working quickly,2025-11-05
100866,Boat,Fashion,3.8,"Not bad, not great",2025-11-05
100867,LG,Home,4.4,"Not bad, not great",2025-12-22
100868,Dell,Fashion,4.4,Poor quality,2025-10-28
100869,Puma,Fashion,2.8,Average quality,2025-11-29
100870,Sony,Electronics,3.0,Stopped working quickly,2025-11-02
100871,HP,Fashion,4.8,Not worth the price,2025-12-19
100872,Samsung,Appliances,4.7,Not worth the price,2025-11-04
100873,LG,Home,4.5,Not worth the price,2025-12-09
100874,HP,Home,4.4,Decent for the price,2025-11-17
100875,Puma,Electronics,3.9,Works perfectly,2025-11-24
100876,Boat,Appliances,3.7,Worth the money,2025-11-28
100877,Puma,Home,3.7,Worth the money,2025-11-08
100878,Nike,Electronics,4.9,"Excellent product, very satisfied",2025-12-01
100879,Boat,Appliances,3.8,Product is okay,2025-11-04
100880,Puma,Fashion,3.3,Works perfectly,2025-11-24
100881,LG,Home,2.5,Worth the money,2025-11-15
100882,LG,Fashion,4.2,"Not bad, not great",2025-11-30
100883,Dell,Home,3.6,"Excellent product, very satisfied",2025-11-28
100884,Dell,Electronics,3.3,Highly recommended,2025-11-17
100885,Puma,Appliances,4.0,Worth the money,2025-11-23
100886,Nike,Fashion,4.3,Works perfectly,2025-12-24
100887,Apple,Electronics,3.9,"Not bad, not great",2025-11-29
100888,Dell,Fashion,3.3,Not worth the price,2025-10-30
100889,Samsung,Fashion,4.9,Bad experience,2025-11-23
100890,HP,Fashion,4.9,"Not bad, not great",2025-11-06
100891,HP,Electronics,4.3,Decent for the price,2025-11-04
100892,Samsung,Electronics,2.6,Decent for the price,2025-11-29
100893,Puma,Fashion,2.7,Average quality,2025-12-14
100894,Samsung,Appliances,3.2,Works perfectly,2025-11-17
100895,Sony,Home,4.7,Decent for the price,2025-12-08
100896,Samsung,Electronics,3.9,"Not bad, not great",2025-11-23
100897,Nike,Appliances,4.2,Worth the money,2025-12-22
100898,Boat,Appliances,4.1,Highly recommended,2025-11-10
100899,Apple,Appliances,4.7,Worth the money,2025-11-01
100900,Puma,Appliances,3.5,Not worth the price,2025-11-01
100901,Dell,Fashion,2.9,Highly recommended,2025-12-10
100902,Nike,Appliances,4.1,Product is okay,2025-11-07
100903,Sony,Fashion,4.3,Poor quality,2025-11-18
100904,Sony,Home,2.6,Bad experience,2025-11-04
100905,Nike,Home,3.3,Bad experience,2025-12-08
100906,LG,Appliances,2.7,Bad experience,2025-11-01
100907,LG,Electronics,4.9,Quality is really good,2025-12-23
100908,Apple,Electronics,3.7,Stopped working quickly,2025-12-13
100909,Apple,Fashion,2.8,"Excellent product, very satisfied",2025-11-24
100910,Boat,Appliances,4.9,Stopped working quickly,2025-10-26
100911,Nike,Appliances,2.9,Stopped working quickly,2025-11-24
100912,HP,Home,3.9,"Not bad, not great",2025-11-25
100913,Puma,Electronics,4.1,Very disappointed,2025-11-30
100914,Nike,Home,2.8,Product is okay,2025-12-22
100915,Boat,Fashion,3.6,Product is okay,2025-11-11
100916,LG,Appliances,4.6,Decent for the price,2025-12-09
100917,Samsung,Fashion,3.4,Stopped working quickly,2025-10-27
100918,Samsung,Electronics,4.5,Stopped working quickly,2025-11-11
100919,LG,Fashion,2.6,Product is okay,2025-11-29
100920,Boat,Home,4.0,Not worth the price,2025-10-28
100921,Nike,Electronics,4.8,Works perfectly,2025-11-25
100922,HP,Electronics,2.6,Stopped working quickly,2025-10-29
100923,Apple,Appliances,4.5,Average quality,2025-11-18
100924,Puma,Electronics,3.0,Quality is really good,2025-11-05
100925,HP,Appliances,4.7,Decent for the price,2025-11-18
100926,Samsung,Appliances,3.5,Highly recommended,2025-11-08
100927,Boat,Appliances,4.2,Not worth the price,2025-11-11
100928,Nike,Appliances,4.2,Not worth the price,2025-12-17
100929,Nike,Fashion,4.4,Stopped working quickly,2025-11-19
100930,Nike,Fashion,4.2,Quality is really good,2025-11-03
100931,Boat,Appliances,4.2,Highly recommended,2025-11-17
100932,Boat,Fashion,2.6,Worth the money,2025-12-02
100933,Apple,Appliances,4.4,Average quality,2025-11-22
100934,Dell,Home,3.2,Works perfectly,2025-11-10
100935,Puma,Appliances,4.5,Very disappointed,2025-11-09
100936,Dell,Appliances,5.0,Bad experience,2025-11-14
100937,Boat,Home,3.2,Works perfectly,2025-11-17
100938,Samsung,Fashion,2.7,Decent for the price,2025-11-07
100939,Samsung,Fashion,4.6,Poor quality,2025-10-29
100940,Puma,Electronics,4.6,Works perfectly,2025-12-02
100941,Samsung,Electronics,3.9,"Not bad, not great",2025-12-24
100942,Boat,Appliances,4.2,Product is okay,2025-11-10
