product_id,product_name,brand,category,sub_category,seller_id,price,discount_percent,stock_quantity,reorder_level,warehouse_location,rating,total_reviews,availability_status,last_updated,customer_review,review_text,feedback,comment,description
100488,Boat Kids Model-859,Boat,Fashion,Kids,SELL1002,15929,5,2,21,Mumbai,2.8,2927,In Stock,2025-12-25,Average quality,Average quality,Average quality,Average quality,Average quality
100489,LG Decor Model-359,LG,Home,Decor,SELL1002,3654,5,152,33,Bangalore,3.6,1414,In Stock,2025-12-10,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100490,LG Furniture Model-597,LG,Home,Furniture,SELL1004,16598,0,463,52,Hyderabad,4.4,551,In Stock,2025-12-15,Average quality,Average quality,Average quality,Average quality,Average quality
100491,Apple Kids Model-317,Apple,Fashion,Kids,SELL1001,8877,20,28,42,Delhi,4.0,1863,In Stock,2025-11-30,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100492,HP Kids Model-220,HP,Fashion,Kids,SELL1003,45773,0,329,99,Chennai,4.1,523,In Stock,2025-11-25,Average quality,Average quality,Average quality,Average quality,Average quality
100493,Puma Refrigerator Model-622,Puma,Appliances,Refrigerator,SELL1004,41235,0,457,39,Mumbai,3.1,1502,In Stock,2025-12-17,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100494,HP Washing Machine Model-577,HP,Appliances,Washing Machine,SELL1004,42673,30,311,48,Hyderabad,3.4,4576,In Stock,2025-11-27,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100495,Boat Furniture Model-626,Boat,Home,Furniture,SELL1004,7361,30,13,32,Hyderabad,3.6,3954,In Stock,2025-12-04,Average quality,Average quality,Average quality,Average quality,Average quality
100496,Apple Women Model-836,Apple,Fashion,Women,SELL1002,9865,5,472,50,Mumbai,3.5,3274,In Stock,2025-11-26,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100497,Samsung Washing Machine Model-655,Samsung,Appliances,Washing Machine,SELL1004,4207,10,87,60,Delhi,3.9,4079,In Stock,2025-12-13,Not worth the price,Not worth the price,Not worth the price,Not worth the price,Not worth the price
100498,HP Furniture Model-525,HP,Home,Furniture,SELL1002,17121,0,359,58,Hyderabad,4.4,3429,In Stock,2025-12-14,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100499,Boat Kids Model-551,Boat,Fashion,Kids,SELL1004,2809,20,32,29,Bangalore,2.8,2026,In Stock,2025-12-18,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100500,Samsung Washing Machine Model-371,Samsung,Appliances,Washing Machine,SELL1003,29940,0,81,48,Hyderabad,3.2,4486,In Stock,2025-11-27,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100501,Apple Kids Model-927,Apple,Fashion,Kids,SELL1004,21093,20,470,37,Bangalore,4.9,672,In Stock,2025-12-07,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100502,Boat Refrigerator Model-672,Boat,Appliances,Refrigerator,SELL1001,20012,0,211,69,Bangalore,4.9,3408,In Stock,2025-12-13,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100503,LG Laptop Model-712,LG,Electronics,Laptop,SELL1001,38308,5,326,84,Delhi,4.7,3608,In Stock,2025-11-30,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100504,HP Laptop Model-104,HP,Electronics,Laptop,SELL1001,12951,5,156,39,Chennai,3.3,1620,In Stock,2025-12-24,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100505,Boat Men Model-179,Boat,Fashion,Men,SELL1003,33726,5,167,87,Bangalore,3.7,2179,In Stock,2025-12-23,"Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied"
100506,Apple Laptop Model-252,Apple,Electronics,Laptop,SELL1002,4568,30,447,47,Delhi,3.9,1514,In Stock,2025-12-08,"Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied"
100507,Nike Women Model-349,Nike,Fashion,Women,SELL1001,36062,30,40,55,Mumbai,4.0,4213,In Stock,2025-12-13,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100508,Puma Smartwatch Model-644,Puma,Electronics,Smartwatch,SELL1004,32961,10,267,55,Mumbai,3.9,758,In Stock,2025-12-06,Average quality,Average quality,Average quality,Average quality,Average quality
100509,Nike Men Model-372,Nike,Fashion,Men,SELL1003,4404,15,20,56,Hyderabad,3.0,2427,In Stock,2025-12-23,Average quality,Average quality,Average quality,Average quality,Average quality
100510,Boat Decor Model-132,Boat,Home,Decor,SELL1004,25005,10,320,85,Chennai,4.4,1833,In Stock,2025-12-06,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100511,Apple Decor Model-833,Apple,Home,Decor,SELL1003,48086,20,415,81,Mumbai,4.8,1597,In Stock,2025-11-30,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100512,Puma Kitchen Model-199,Puma,Home,Kitchen,SELL1001,10307,15,258,80,Mumbai,2.6,3421,In Stock,2025-12-01,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100513,Nike Furniture Model-805,Nike,Home,Furniture,SELL1001,41070,15,283,84,Bangalore,4.0,2715,In Stock,2025-12-11,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100514,HP Men Model-593,HP,Fashion,Men,SELL1002,30744,30,500,20,Hyderabad,4.1,3381,In Stock,2025-12-03,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100515,Apple Kitchen Model-219,Apple,Home,Kitchen,SELL1003,45128,10,9,67,Bangalore,2.7,2637,In Stock,2025-12-08,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100516,Sony Men Model-755,Sony,Fashion,Men,SELL1001,43743,10,271,36,Hyderabad,4.4,1747,In Stock,2025-12-19,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100517,Dell Decor Model-171,Dell,Home,Decor,SELL1001,48898,15,500,35,Chennai,4.4,4910,In Stock,2025-12-08,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100518,Boat Decor Model-758,Boat,Home,Decor,SELL1004,792,10,137,68,Bangalore,2.9,3085,In Stock,2025-12-24,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100519,HP Washing Machine Model-352,HP,Appliances,Washing Machine,SELL1004,33869,10,190,77,Delhi,4.4,2102,In Stock,2025-12-08,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100520,Puma Refrigerator Model-354,Puma,Appliances,Refrigerator,SELL1001,3097,0,364,69,Bangalore,4.7,284,In Stock,2025-12-13,Average quality,Average quality,Average quality,Average quality,Average quality
100521,Samsung Furniture Model-189,Samsung,Home,Furniture,SELL1003,47268,20,217,87,Chennai,3.0,1710,In Stock,2025-12-24,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100522,Puma Furniture Model-727,Puma,Home,Furniture,SELL1002,5840,10,40,29,Mumbai,3.8,1836,In Stock,2025-12-25,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100523,HP Women Model-621,HP,Fashion,Women,SELL1004,32270,10,23,54,Mumbai,3.9,4892,In Stock,2025-12-11,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100524,Nike Decor Model-230,Nike,Home,Decor,SELL1001,24813,30,167,21,Bangalore,4.6,4339,In Stock,2025-11-29,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100525,Dell AC Model-995,Dell,Appliances,AC,SELL1002,49872,10,411,56,Hyderabad,2.6,768,In Stock,2025-12-22,Average quality,Average quality,Average quality,Average quality,Average quality
100526,Samsung Washing Machine Model-841,Samsung,Appliances,Washing Machine,SELL1004,33165,20,34,89,Delhi,3.8,2697,In Stock,2025-12-09,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100527,Sony Furniture Model-103,Sony,Home,Furniture,SELL1004,38728,20,217,59,Delhi,4.2,461,In Stock,2025-12-13,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100528,Nike Smartwatch Model-911,Nike,Electronics,Smartwatch,SELL1002,3672,0,372,67,Bangalore,3.8,4167,In Stock,2025-12-24,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100529,Puma Men Model-388,Puma,Fashion,Men,SELL1001,20769,20,494,57,Bangalore,4.3,2579,In Stock,2025-12-18,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100530,Nike Refrigerator Model-983,Nike,Appliances,Refrigerator,SELL1003,30349,10,136,28,Bangalore,3.9,4063,In Stock,2025-12-16,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100531,Puma Women Model-611,Puma,Fashion,Women,SELL1001,42505,5,474,90,Delhi,3.5,3292,In Stock,2025-12-21,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100532,LG AC Model-188,LG,Appliances,AC,SELL1004,38662,15,485,42,Bangalore,3.2,3476,In Stock,2025-12-19,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100533,Samsung Women Model-855,Samsung,Fashion,Women,SELL1003,37526,0,169,70,Mumbai,2.8,2187,In Stock,2025-12-04,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100534,Dell Washing Machine Model-520,Dell,Appliances,Washing Machine,SELL1001,44162,15,376,78,Mumbai,4.3,613,In Stock,2025-12-02,Not worth the price,Not worth the price,Not worth the price,Not worth the price,Not worth the price
100535,Puma Mobile Model-378,Puma,Electronics,Mobile,SELL1004,14572,20,116,23,Bangalore,2.7,1756,In Stock,2025-11-28,Average quality,Average quality,Average quality,Average quality,Average quality
100536,Samsung AC Model-728,Samsung,Appliances,AC,SELL1003,14503,15,61,36,Delhi,3.6,2457,In Stock,2025-12-25,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100537,Puma Headphones Model-266,Puma,Electronics,Headphones,SELL1003,33158,0,108,57,Chennai,5.0,3867,In Stock,2025-11-30,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100538,Boat Laptop Model-713,Boat,Electronics,Laptop,SELL1003,9230,10,266,28,Bangalore,3.9,4707,In Stock,2025-12-09,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100539,Dell Women Model-568,Dell,Fashion,Women,SELL1004,14250,10,477,49,Delhi,3.3,3108,In Stock,2025-12-19,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100540,Samsung Kids Model-148,Samsung,Fashion,Kids,SELL1002,27539,20,485,89,Chennai,4.1,3659,In Stock,2025-12-10,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100541,LG Men Model-478,LG,Fashion,Men,SELL1004,10164,20,280,60,Bangalore,2.5,2318,In Stock,2025-12-14,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100542,Samsung Kitchen Model-836,Samsung,Home,Kitchen,SELL1003,25758,15,421,31,Bangalore,2.7,4408,In Stock,2025-12-07,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100543,Sony Decor Model-907,Sony,Home,Decor,SELL1001,18388,15,426,20,Mumbai,4.6,3318,In Stock,2025-11-28,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100544,Samsung Laptop Model-218,Samsung,Electronics,Laptop,SELL1001,38008,5,480,45,Delhi,2.6,3115,In Stock,2025-12-08,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100545,Sony Refrigerator Model-411,Sony,Appliances,Refrigerator,SELL1001,14617,30,220,83,Delhi,4.4,977,In Stock,2025-12-15,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100546,HP Washing Machine Model-151,HP,Appliances,Washing Machine,SELL1001,32465,0,388,60,Chennai,4.5,3218,In Stock,2025-12-02,Average quality,Average quality,Average quality,Average quality,Average quality
100547,HP Kids Model-791,HP,Fashion,Kids,SELL1003,9378,30,264,62,Mumbai,3.6,2137,In Stock,2025-12-25,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100548,Puma Men Model-493,Puma,Fashion,Men,SELL1001,9580,0,227,23,Chennai,4.4,384,In Stock,2025-12-12,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100549,LG Furniture Model-267,LG,Home,Furniture,SELL1004,40293,30,10,25,Delhi,2.7,2002,In Stock,2025-11-26,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100550,Boat Kitchen Model-216,Boat,Home,Kitchen,SELL1002,6604,10,318,36,Bangalore,4.8,2773,In Stock,2025-12-25,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100551,Boat Furniture Model-516,Boat,Home,Furniture,SELL1001,27943,0,19,70,Bangalore,4.6,3517,In Stock,2025-12-14,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100552,Boat Kitchen Model-226,Boat,Home,Kitchen,SELL1004,19207,10,157,39,Delhi,3.1,1013,In Stock,2025-12-14,Average quality,Average quality,Average quality,Average quality,Average quality
100553,Dell Women Model-690,Dell,Fashion,Women,SELL1001,32942,10,357,92,Bangalore,4.9,3488,In Stock,2025-12-15,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100554,LG Refrigerator Model-981,LG,Appliances,Refrigerator,SELL1002,23431,10,148,45,Delhi,4.6,775,In Stock,2025-11-27,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100555,Sony Furniture Model-967,Sony,Home,Furniture,SELL1002,4711,15,275,78,Hyderabad,4.4,1402,In Stock,2025-12-06,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100556,LG Kitchen Model-234,LG,Home,Kitchen,SELL1002,41999,5,125,52,Mumbai,3.7,4729,In Stock,2025-12-07,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100557,Nike Women Model-611,Nike,Fashion,Women,SELL1002,8035,10,376,61,Hyderabad,3.6,3172,In Stock,2025-12-11,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100558,Dell Laptop Model-414,Dell,Electronics,Laptop,SELL1004,19092,30,386,56,Delhi,3.1,3212,In Stock,2025-12-24,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100559,Nike Headphones Model-768,Nike,Electronics,Headphones,SELL1003,12555,0,415,35,Hyderabad,4.9,3305,In Stock,2025-12-11,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100560,LG Decor Model-145,LG,Home,Decor,SELL1001,35872,20,271,34,Delhi,3.0,595,In Stock,2025-12-22,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100561,Nike Men Model-422,Nike,Fashion,Men,SELL1003,4724,20,30,38,Hyderabad,4.3,4696,In Stock,2025-12-06,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100562,LG Headphones Model-838,LG,Electronics,Headphones,SELL1002,38047,20,468,36,Hyderabad,3.7,3786,In Stock,2025-12-11,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100563,Apple Kitchen Model-217,Apple,Home,Kitchen,SELL1004,15136,0,365,52,Mumbai,3.9,407,In Stock,2025-12-09,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100564,Boat Men Model-794,Boat,Fashion,Men,SELL1004,34477,5,281,64,Chennai,4.4,1702,In Stock,2025-12-13,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100565,Sony Mobile Model-145,Sony,Electronics,Mobile,SELL1003,37667,20,490,56,Chennai,4.6,2183,In Stock,2025-11-27,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100566,Sony Refrigerator Model-120,Sony,Appliances,Refrigerator,SELL1002,4792,5,100,47,Chennai,4.7,1220,In Stock,2025-12-13,Not worth the price,Not worth the price,Not worth the price,Not worth the price,Not worth the price
100567,Sony Headphones Model-901,Sony,Electronics,Headphones,SELL1001,1239,5,202,26,Bangalore,2.6,2631,In Stock,2025-12-17,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100568,Boat Decor Model-739,Boat,Home,Decor,SELL1004,34153,0,286,89,Chennai,2.8,1791,In Stock,2025-12-16,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100569,Puma Headphones Model-893,Puma,Electronics,Headphones,SELL1003,4909,5,382,98,Chennai,2.8,3622,In Stock,2025-12-15,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100570,Boat Men Model-964,Boat,Fashion,Men,SELL1002,26571,15,94,94,Bangalore,2.9,1669,In Stock,2025-12-24,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100571,Puma Refrigerator Model-125,Puma,Appliances,Refrigerator,SELL1003,33922,20,265,32,Chennai,4.3,416,In Stock,2025-12-20,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100572,Sony Headphones Model-825,Sony,Electronics,Headphones,SELL1003,5281,20,432,27,Chennai,4.9,4047,In Stock,2025-12-24,"Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great","Not bad, not great"
100573,Sony Mobile Model-348,Sony,Electronics,Mobile,SELL1003,45359,30,372,94,Delhi,3.4,1847,In Stock,2025-11-26,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100574,Nike AC Model-839,Nike,Appliances,AC,SELL1003,18506,0,55,56,Bangalore,3.8,1122,In Stock,2025-12-01,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100575,HP Kids Model-459,HP,Fashion,Kids,SELL1002,24172,10,119,26,Bangalore,3.9,3562,In Stock,2025-11-30,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100576,Samsung Decor Model-951,Samsung,Home,Decor,SELL1003,38200,30,136,25,Hyderabad,3.5,867,In Stock,2025-12-02,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100577,HP Smartwatch Model-208,HP,Electronics,Smartwatch,SELL1002,6228,20,459,40,Hyderabad,2.6,4805,In Stock,2025-12-12,"Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied"
100578,Boat Kitchen Model-258,Boat,Home,Kitchen,SELL1004,26378,30,389,58,Delhi,2.5,3394,In Stock,2025-12-14,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100579,Puma Decor Model-759,Puma,Home,Decor,SELL1001,39785,5,29,98,Delhi,3.7,31,In Stock,2025-12-05,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100580,Dell Kitchen Model-679,Dell,Home,Kitchen,SELL1004,40533,5,480,40,Delhi,4.5,2734,In Stock,2025-12-07,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100581,Nike Women Model-477,Nike,Fashion,Women,SELL1002,38747,5,117,78,Bangalore,2.9,2463,In Stock,2025-12-01,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100582,HP Furniture Model-680,HP,Home,Furniture,SELL1002,13743,5,81,44,Chennai,4.9,1032,In Stock,2025-12-08,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100583,Dell Furniture Model-208,Dell,Home,Furniture,SELL1003,38107,10,278,20,Chennai,3.0,2020,In Stock,2025-12-04,Average quality,Average quality,Average quality,Average quality,Average quality
100584,LG Men Model-723,LG,Fashion,Men,SELL1002,6421,30,12,51,Chennai,4.0,1439,In Stock,2025-11-29,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100585,Apple Kids Model-490,Apple,Fashion,Kids,SELL1001,17752,5,363,59,Bangalore,3.9,2499,In Stock,2025-12-02,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100586,Apple Furniture Model-433,Apple,Home,Furniture,SELL1001,40192,15,336,33,Bangalore,3.9,2528,In Stock,2025-12-15,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100587,Dell Laptop Model-881,Dell,Electronics,Laptop,SELL1002,1649,0,359,24,Hyderabad,2.6,1021,In Stock,2025-12-05,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100588,Apple Men Model-858,Apple,Fashion,Men,SELL1002,38020,15,75,29,Mumbai,3.9,3541,In Stock,2025-12-08,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100589,Dell Furniture Model-682,Dell,Home,Furniture,SELL1001,7992,30,245,89,Hyderabad,3.8,2559,In Stock,2025-12-10,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100590,Sony Decor Model-611,Sony,Home,Decor,SELL1004,24827,0,370,87,Delhi,4.7,807,In Stock,2025-12-04,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100591,LG Kitchen Model-216,LG,Home,Kitchen,SELL1002,26573,30,310,78,Bangalore,2.9,3318,In Stock,2025-11-26,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100592,Boat Decor Model-748,Boat,Home,Decor,SELL1002,19224,5,107,83,Bangalore,4.7,1394,In Stock,2025-12-21,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100593,Sony Decor Model-883,Sony,Home,Decor,SELL1004,40500,30,367,44,Bangalore,3.2,4652,In Stock,2025-12-07,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100594,Apple Washing Machine Model-773,Apple,Appliances,Washing Machine,SELL1004,3355,20,371,81,Bangalore,4.3,3398,In Stock,2025-12-25,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100595,HP Mobile Model-517,HP,Electronics,Mobile,SELL1002,837,30,314,28,Bangalore,2.7,3135,In Stock,2025-11-30,Bad experience,Bad experience,Bad experience,Bad experience,Bad experience
100596,Nike Kitchen Model-937,Nike,Home,Kitchen,SELL1004,6747,5,461,59,Hyderabad,4.0,1211,In Stock,2025-11-30,Meets expectations,Meets expectations,Meets expectations,Meets expectations,Meets expectations
100597,LG Kitchen Model-647,LG,Home,Kitchen,SELL1002,22524,15,164,63,Bangalore,4.9,4000,In Stock,2025-12-24,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100598,Boat Mobile Model-510,Boat,Electronics,Mobile,SELL1003,47759,20,283,56,Hyderabad,2.8,3864,In Stock,2025-12-18,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100599,Sony Washing Machine Model-357,Sony,Appliances,Washing Machine,SELL1003,26472,5,406,95,Delhi,4.2,673,In Stock,2025-12-08,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100600,Nike Furniture Model-251,Nike,Home,Furniture,SELL1003,16887,15,282,47,Hyderabad,3.8,4299,In Stock,2025-12-09,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100601,Nike Headphones Model-214,Nike,Electronics,Headphones,SELL1002,46939,30,3,62,Delhi,3.8,3198,In Stock,2025-12-04,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100602,Apple Mobile Model-823,Apple,Electronics,Mobile,SELL1004,1395,20,461,58,Chennai,3.5,3578,In Stock,2025-12-21,Quality is really good,Quality is really good,Quality is really good,Quality is really good,Quality is really good
100603,LG Women Model-246,LG,Fashion,Women,SELL1002,26520,15,382,23,Delhi,3.4,1489,In Stock,2025-12-08,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100604,Apple Kitchen Model-363,Apple,Home,Kitchen,SELL1002,22649,15,355,80,Delhi,3.9,1028,In Stock,2025-12-17,Not worth the price,Not worth the price,Not worth the price,Not worth the price,Not worth the price
100605,Samsung Washing Machine Model-747,Samsung,Appliances,Washing Machine,SELL1003,26729,10,381,44,Mumbai,2.8,1734,In Stock,2025-12-14,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100606,Samsung Men Model-274,Samsung,Fashion,Men,SELL1003,39674,20,259,37,Hyderabad,4.1,3753,In Stock,2025-12-03,Worth the money,Worth the money,Worth the money,Worth the money,Worth the money
100607,Puma Washing Machine Model-266,Puma,Appliances,Washing Machine,SELL1004,16664,10,292,95,Delhi,3.5,3095,In Stock,2025-12-09,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100608,Apple Kids Model-749,Apple,Fashion,Kids,SELL1001,8558,5,135,80,Delhi,3.6,4223,In Stock,2025-12-18,"Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied"
100609,Puma Women Model-580,Puma,Fashion,Women,SELL1001,27547,10,146,55,Hyderabad,2.5,3540,In Stock,2025-12-08,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100610,Puma Refrigerator Model-485,Puma,Appliances,Refrigerator,SELL1001,18553,10,109,42,Mumbai,4.7,342,In Stock,2025-12-05,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100611,Samsung Furniture Model-767,Samsung,Home,Furniture,SELL1002,30015,0,334,34,Hyderabad,3.5,60,In Stock,2025-12-15,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100612,Apple Men Model-539,Apple,Fashion,Men,SELL1003,26924,5,208,76,Hyderabad,4.9,3946,In Stock,2025-12-02,Product is okay,Product is okay,Product is okay,Product is okay,Product is okay
100613,HP Kitchen Model-742,HP,Home,Kitchen,SELL1004,8991,15,316,73,Delhi,3.9,523,In Stock,2025-12-22,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100614,HP Washing Machine Model-111,HP,Appliances,Washing Machine,SELL1003,6727,20,46,99,Delhi,4.5,3187,In Stock,2025-12-19,Works perfectly,Works perfectly,Works perfectly,Works perfectly,Works perfectly
100615,LG Furniture Model-568,LG,Home,Furniture,SELL1001,30084,5,401,53,Mumbai,4.6,2816,In Stock,2025-12-21,Decent for the price,Decent for the price,Decent for the price,Decent for the price,Decent for the price
100616,Dell Women Model-209,Dell,Fashion,Women,SELL1003,3070,10,115,94,Bangalore,3.2,1898,In Stock,2025-12-02,Very disappointed,Very disappointed,Very disappointed,Very disappointed,Very disappointed
100617,Nike Furniture Model-937,Nike,Home,Furniture,SELL1002,19891,0,381,45,Delhi,2.5,2816,In Stock,2025-12-10,Average quality,Average quality,Average quality,Average quality,Average quality
100618,Samsung Decor Model-987,Samsung,Home,Decor,SELL1001,10664,15,240,39,Bangalore,3.4,1313,In Stock,2025-12-11,Highly recommended,Highly recommended,Highly recommended,Highly recommended,Highly recommended
100619,Dell Furniture Model-215,Dell,Home,Furniture,SELL1001,11657,30,468,80,Mumbai,4.5,4929,In Stock,2025-12-20,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly,Stopped working quickly
100620,HP Laptop Model-164,HP,Electronics,Laptop,SELL1003,11817,20,238,73,Bangalore,5.0,4582,In Stock,2025-12-06,Poor quality,Poor quality,Poor quality,Poor quality,Poor quality
100621,Nike Kids Model-677,Nike,Fashion,Kids,SELL1004,9690,20,258,96,Bangalore,4.7,2951,In Stock,2025-12-09,"Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied","Excellent product, very satisfied"
100622,LG Washing Machine Model-652,LG,Appliances,Washing Machine,SELL1003,40461,10,365,72,Delhi,3.6,3403,In Stock,2025-11-27,Not worth the price,Not worth the price,Not worth the price,Not worth the price,Not worth the price
